                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7704,                 3.9107,                 1.8275,                0.83022,                0.05617,                0.13079,                0.05338,                 1.8001,                 3.3251,                 1.8011,             0.00015676,             0.00015676,             0.00015676
