                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.5251,                 1.5821,                 1.6464,                0.65949,                0.57895,                0.60105,                0.22553,                 2.2065,                 1.8571,                 1.9717,               0.001725,               0.001725,               0.001725
                     22,                 1.5755,                 1.5675,                 1.6805,                0.81998,                0.36842,                0.43354,                 0.2142,                 2.0946,                 2.1515,                 2.0455,              0.0017112,              0.0017112,              0.0017112
                     23,                 1.5121,                 1.5545,                 1.6562,                0.66445,                0.47368,                0.56493,                0.22731,                 2.0825,                 1.7299,                 2.0197,              0.0016975,              0.0016975,              0.0016975
                     24,                 1.5373,                 1.5305,                 1.6563,                0.58212,                0.33023,                0.37377,                0.14171,                 2.2001,                 2.0178,                 2.0254,              0.0016838,              0.0016838,              0.0016838
                     25,                  1.569,                 1.4917,                 1.6444,                 0.6455,                0.33568,                0.39383,                0.11276,                 2.2551,                 1.9747,                 2.0894,                0.00167,                0.00167,                0.00167
                     26,                 1.5288,                 1.4579,                 1.6222,                0.49576,                0.36842,                 0.3848,                0.15688,                 2.1602,                 1.9673,                 2.1362,              0.0016562,              0.0016562,              0.0016562
                     27,                 1.4255,                  1.474,                 1.6188,                0.51183,                0.31579,                0.38302,                0.18316,                 2.1269,                 1.9002,                  2.187,              0.0016425,              0.0016425,              0.0016425
                     28,                  1.447,                  1.448,                 1.5981,                0.41324,                  0.482,                0.42896,                0.20053,                 2.1024,                 1.7227,                 2.1277,              0.0016287,              0.0016287,              0.0016287
                     29,                 1.4415,                  1.459,                 1.5917,                0.52365,                0.47368,                0.47949,                0.22694,                 1.9615,                 1.8836,                 1.9303,               0.001615,               0.001615,               0.001615
                     30,                 1.4492,                 1.3558,                  1.568,                0.32197,                0.31579,                0.23923,                 0.1171,                 2.1475,                 2.3905,                 2.1115,              0.0016013,              0.0016013,              0.0016013
                     31,                 1.4426,                 1.3692,                 1.5534,                0.31451,                0.31579,                0.23727,                 0.1134,                 2.2588,                  2.416,                 2.2639,              0.0015875,              0.0015875,              0.0015875
                     32,                 1.4326,                 1.4188,                 1.5612,                0.67776,                0.44296,                0.48632,                0.19257,                 2.1218,                 1.7714,                 2.1098,              0.0015738,              0.0015738,              0.0015738
                     33,                 1.4639,                 1.3932,                 1.5708,                0.51614,                0.39474,                0.44177,                0.18157,                 2.1234,                 1.8585,                  2.078,                0.00156,                0.00156,                0.00156
                     34,                 1.4164,                 1.3728,                 1.5891,                0.33202,                0.44737,                0.29195,                0.11905,                 2.3512,                 2.1954,                 2.1457,              0.0015463,              0.0015463,              0.0015463
                     35,                 1.4267,                 1.3465,                  1.574,                0.65763,                0.55611,                 0.6044,                0.26711,                 2.0198,                 1.6456,                 1.9961,              0.0015325,              0.0015325,              0.0015325
                     36,                 1.3666,                 1.2912,                 1.5242,                0.75256,                0.55263,                0.63745,                0.27345,                 2.0781,                 1.6199,                 1.9813,              0.0015188,              0.0015188,              0.0015188
                     37,                 1.3407,                 1.3029,                 1.4928,                0.65542,                0.40063,                 0.5368,                0.24375,                 2.0965,                 1.4827,                 2.0959,               0.001505,               0.001505,               0.001505
                     38,                 1.3383,                 1.2797,                 1.5256,                 0.7714,                    0.5,                0.58824,                0.22925,                 2.1833,                 1.4529,                 2.0793,              0.0014912,              0.0014912,              0.0014912
                     39,                 1.4368,                 1.3451,                 1.5721,                0.61513,                    0.5,                0.57922,                0.23386,                 2.1176,                 1.5333,                 2.0441,              0.0014775,              0.0014775,              0.0014775
                     40,                 1.3497,                 1.2614,                 1.5013,                0.67207,                0.52632,                0.59991,                0.25939,                 1.9401,                 1.5913,                 1.8688,              0.0014638,              0.0014638,              0.0014638
                     41,                 1.3641,                 1.2518,                 1.4844,                0.83247,                0.47368,                0.57161,                0.24499,                 1.9129,                 1.6668,                 1.8459,                0.00145,                0.00145,                0.00145
                     42,                 1.2646,                  1.231,                 1.4656,                0.66625,                0.47284,                0.47642,                0.23285,                 1.9076,                 1.5826,                  1.883,              0.0014363,              0.0014363,              0.0014363
                     43,                 1.2905,                 1.2494,                  1.516,                0.60279,                    0.5,                0.53494,                0.24517,                 1.9955,                 1.7483,                 1.9438,              0.0014225,              0.0014225,              0.0014225
                     44,                 1.2891,                 1.1659,                 1.4276,                0.71275,                0.34211,                0.40903,                0.18971,                 2.0925,                 1.9702,                 2.1154,              0.0014088,              0.0014088,              0.0014088
                     45,                 1.3104,                  1.177,                 1.4769,                0.75949,                0.34211,                0.41586,                0.16917,                 2.1905,                 2.1239,                 2.3426,               0.001395,               0.001395,               0.001395
                     46,                 1.3416,                 1.2319,                 1.5168,                0.51523,                0.36842,                0.36649,                0.14913,                 2.1235,                 2.2145,                 2.1229,              0.0013813,              0.0013813,              0.0013813
                     47,                 1.3462,                 1.2623,                 1.5474,                0.51783,                0.36745,                0.38535,                 0.1526,                 2.1027,                 2.0225,                 2.1274,              0.0013675,              0.0013675,              0.0013675
                     48,                 1.2836,                 1.1743,                 1.4465,                 0.7145,                0.34211,                0.40626,                0.16928,                 2.0821,                  2.026,                 2.0974,              0.0013538,              0.0013538,              0.0013538
                     49,                 1.3602,                 1.2047,                 1.4836,                0.86481,                0.39474,                0.48948,                 0.1992,                 2.0639,                 1.9759,                 2.0757,                0.00134,                0.00134,                0.00134
                     50,                 1.3296,                 1.1729,                 1.4872,                 0.7068,                0.47368,                0.53326,                0.22792,                 2.0922,                 1.7446,                  2.077,              0.0013262,              0.0013262,              0.0013262
                     51,                 1.2518,                 1.1263,                 1.4482,                0.49041,                0.55263,                0.49127,                0.22832,                 1.9849,                  1.799,                 1.9396,              0.0013125,              0.0013125,              0.0013125
                     52,                 1.2229,                 1.1107,                 1.4046,                0.72129,                0.42105,                 0.4846,                0.22006,                 1.9002,                 1.8264,                 1.8752,              0.0012987,              0.0012987,              0.0012987
                     53,                 1.2765,                 1.1503,                 1.4655,                0.58777,                0.45034,                0.51864,                0.20333,                 2.0654,                 1.7824,                 2.0152,               0.001285,               0.001285,               0.001285
                     54,                 1.2665,                  1.175,                 1.4559,                0.58684,                0.42105,                0.50639,                0.25963,                 1.9097,                 1.6525,                  1.924,              0.0012713,              0.0012713,              0.0012713
                     55,                 1.2355,                  1.086,                  1.425,                0.58156,                0.52632,                0.52564,                 0.2585,                 1.9574,                   1.67,                 1.9732,              0.0012575,              0.0012575,              0.0012575
                     56,                 1.2578,                 1.1546,                 1.4627,                0.66844,                    0.5,                 0.5509,                0.25924,                 2.0401,                 1.7673,                 2.0412,              0.0012438,              0.0012438,              0.0012438
                     57,                 1.2323,                 1.1542,                  1.459,                0.66082,                0.55263,                0.55717,                0.26339,                 2.0698,                 1.6304,                 2.0299,                0.00123,                0.00123,                0.00123
                     58,                 1.1695,                 1.1126,                 1.4059,                0.86646,                0.42105,                 0.5577,                 0.2693,                 2.0082,                 1.5617,                 1.9652,              0.0012163,              0.0012163,              0.0012163
                     59,                 1.2325,                 1.0968,                 1.4283,                0.58704,                0.47368,                0.55712,                 0.2528,                 2.0111,                 1.6005,                 2.0056,              0.0012025,              0.0012025,              0.0012025
                     60,                 1.2574,                 1.0933,                 1.4175,                0.77348,                    0.5,                0.57448,                0.24299,                  2.089,                 1.5896,                 2.0879,              0.0011887,              0.0011887,              0.0011887
                     61,                 1.2697,                 1.0858,                 1.4134,                 0.6348,                0.52632,                0.58877,                0.23932,                 2.2751,                 1.5724,                 2.2473,               0.001175,               0.001175,               0.001175
                     62,                 1.2556,                  1.057,                 1.4255,                0.71645,                0.39912,                 0.5201,                0.22804,                 2.1228,                 1.6506,                 2.0817,              0.0011612,              0.0011612,              0.0011612
                     63,                  1.233,                 1.0645,                 1.4084,                0.79047,                0.31579,                 0.4746,                  0.207,                 2.0818,                 1.7083,                 2.1675,              0.0011475,              0.0011475,              0.0011475
                     64,                  1.207,                  1.028,                 1.3933,                0.55111,                0.52632,                0.50038,                0.21531,                 2.0483,                 1.6784,                 2.0633,              0.0011337,              0.0011337,              0.0011337
                     65,                 1.1605,                 1.0546,                    1.4,                0.55089,                0.48439,                0.52079,                0.22626,                 2.0763,                 1.8453,                 2.0195,                0.00112,                0.00112,                0.00112
                     66,                 1.1417,                 1.0058,                 1.3869,                0.70723,                0.42105,                0.49933,                0.21686,                 2.1565,                 1.8332,                 2.1604,              0.0011063,              0.0011063,              0.0011063
                     67,                 1.1784,                 1.0366,                 1.3849,                0.74363,                0.47368,                0.56175,                0.24643,                 2.1562,                 1.7673,                  2.173,              0.0010925,              0.0010925,              0.0010925
                     68,                 1.1829,                0.98408,                 1.3628,                0.87328,                0.54432,                0.64348,                 0.2779,                 2.0851,                 1.5883,                 2.1479,              0.0010787,              0.0010787,              0.0010787
                     69,                 1.2329,                 1.0217,                 1.3861,                0.85591,                0.47368,                0.58746,                0.29008,                 2.0217,                  1.528,                 2.0462,               0.001065,               0.001065,               0.001065
                     70,                  1.174,                 1.0411,                 1.3935,                0.87205,                    0.5,                0.56942,                0.21216,                 2.1939,                 1.9335,                 2.2318,              0.0010512,              0.0010512,              0.0010512
                     71,                 1.2022,                0.98931,                  1.371,                0.74695,                    0.5,                0.58976,                0.23259,                 1.9942,                  1.811,                 2.0307,              0.0010375,              0.0010375,              0.0010375
                     72,                 1.1239,                0.99509,                 1.3713,                0.75645,                0.55263,                0.63797,                0.27406,                 2.0166,                 1.4735,                 2.0244,              0.0010237,              0.0010237,              0.0010237
                     73,                 1.1183,                0.97915,                 1.3836,                0.80794,                0.55353,                0.64869,                0.27503,                 2.0509,                 1.4594,                 2.1018,                0.00101,                0.00101,                0.00101
                     74,                 1.0997,                0.95653,                 1.3491,                0.91704,                    0.5,                0.66761,                0.29365,                 1.9916,                 1.3828,                 1.9619,             0.00099625,             0.00099625,             0.00099625
                     75,                 1.2052,                0.97105,                 1.3558,                0.81231,                    0.5,                0.60962,                0.29159,                 1.9714,                 1.4917,                 1.9066,              0.0009825,              0.0009825,              0.0009825
                     76,                 1.1423,                0.96628,                 1.3375,                0.84722,                0.43809,                0.58848,                0.24881,                 2.1027,                 1.5282,                 2.0782,             0.00096875,             0.00096875,             0.00096875
                     77,                 1.1291,                0.95049,                 1.3171,                0.81758,                0.44737,                0.57214,                0.29412,                 2.0712,                 1.5594,                 2.0084,               0.000955,               0.000955,               0.000955
                     78,                 1.0576,                0.90861,                  1.315,                0.60751,                0.52632,                 0.5992,                0.29698,                 2.0069,                  1.499,                 1.9447,             0.00094125,             0.00094125,             0.00094125
                     79,                 1.1275,                0.95837,                 1.3409,                0.77732,                    0.5,                0.59947,                0.30614,                 2.0287,                 1.5029,                  1.945,              0.0009275,              0.0009275,              0.0009275
                     80,                 1.0956,                0.92861,                 1.3114,                0.84423,                    0.5,                0.64587,                0.28756,                 2.0393,                 1.5212,                 2.0342,             0.00091375,             0.00091375,             0.00091375
                     81,                 1.0765,                0.92939,                 1.3322,                0.79256,                0.42105,                0.52917,                0.26647,                 2.1608,                 1.5834,                 2.0912,                 0.0009,                 0.0009,                 0.0009
                     82,                 1.1007,                0.92167,                 1.3085,                0.75992,                0.52632,                0.62587,                0.29476,                 2.1019,                 1.5099,                  2.009,             0.00088625,             0.00088625,             0.00088625
                     83,                 1.1011,                0.91683,                 1.3053,                0.76028,                0.57895,                0.66932,                0.30426,                 2.0851,                 1.3843,                 1.9629,              0.0008725,              0.0008725,              0.0008725
                     84,                 1.0102,                0.89669,                 1.3033,                0.61923,                0.57895,                0.64678,                0.29468,                  2.013,                  1.394,                 1.9595,             0.00085875,             0.00085875,             0.00085875
                     85,                 1.0958,                0.91033,                 1.3276,                0.64766,                0.57895,                 0.6512,                0.28824,                 2.0169,                 1.4533,                 1.9301,               0.000845,               0.000845,               0.000845
                     86,                 1.0607,                0.89781,                 1.3293,                 0.6364,                0.55272,                0.59878,                0.26736,                 2.1251,                 1.7158,                 2.0269,             0.00083125,             0.00083125,             0.00083125
                     87,                 1.0072,                0.88327,                  1.296,                0.73057,                0.49952,                0.60519,                0.26369,                 2.1022,                  1.779,                 2.0067,              0.0008175,              0.0008175,              0.0008175
                     88,                 1.0431,                0.88973,                 1.3013,                0.80349,                0.43069,                0.60311,                0.28305,                 1.9706,                 1.6842,                 1.8846,             0.00080375,             0.00080375,             0.00080375
                     89,                 1.1071,                0.88414,                 1.2991,                 0.5689,                0.52632,                0.59238,                0.26199,                 1.9873,                 1.7708,                 1.8886,                0.00079,                0.00079,                0.00079
                     90,                 1.0041,                0.86232,                 1.2851,                0.80455,                0.36842,                0.54405,                0.24915,                 2.1197,                 1.7202,                 2.0325,             0.00077625,             0.00077625,             0.00077625
                     91,                 1.0306,                0.84882,                 1.2909,                0.50698,                0.47368,                0.51967,                0.24356,                 2.1889,                 1.7005,                 2.1282,              0.0007625,              0.0007625,              0.0007625
                     92,                0.98985,                0.80705,                 1.2653,                0.60108,                0.57895,                0.59779,                0.27933,                 2.1189,                  1.541,                 2.0832,             0.00074875,             0.00074875,             0.00074875
                     93,                 0.9903,                 0.8302,                 1.2524,                0.75112,                0.55263,                 0.6597,                0.28281,                 2.1174,                 1.5019,                 2.0361,               0.000735,               0.000735,               0.000735
                     94,                 1.0003,                0.84452,                 1.2671,                0.64094,                0.57895,                0.62589,                0.28809,                 2.1967,                 1.5396,                 2.1319,             0.00072125,             0.00072125,             0.00072125
                     95,                 0.9663,                0.79327,                 1.2561,                  0.899,                0.46868,                0.65113,                0.28236,                 2.1384,                 1.5585,                 2.1353,              0.0007075,              0.0007075,              0.0007075
                     96,                 1.0085,                0.83651,                 1.2729,                0.73385,                0.47368,                0.60788,                0.25064,                 2.1618,                 1.5611,                 2.1256,             0.00069375,             0.00069375,             0.00069375
                     97,                0.98544,                0.83214,                  1.269,                0.74005,                0.47368,                0.59518,                0.25438,                 2.1265,                 1.6237,                 2.0543,                0.00068,                0.00068,                0.00068
                     98,                  1.004,                0.86131,                 1.2895,                  0.509,                0.60526,                0.55939,                0.24556,                 2.0981,                 1.5872,                 1.9983,             0.00066625,             0.00066625,             0.00066625
                     99,                0.99419,                0.82938,                 1.2498,                0.89336,                0.44116,                0.58221,                0.23221,                 2.1851,                 1.5255,                 2.1004,              0.0006525,              0.0006525,              0.0006525
                    100,                0.99048,                0.79653,                 1.2422,                0.85684,                0.47258,                 0.6142,                0.23524,                 2.2121,                 1.4167,                 2.1587,             0.00063875,             0.00063875,             0.00063875
                    101,                0.97088,                0.83513,                 1.2816,                0.76512,                0.52632,                0.63078,                0.24761,                 2.2075,                 1.3934,                 2.1557,               0.000625,               0.000625,               0.000625
                    102,                  1.021,                0.80925,                 1.2835,                0.72235,                    0.5,                0.63253,                0.27384,                 2.1595,                 1.3822,                 2.1251,             0.00061125,             0.00061125,             0.00061125
                    103,                 0.9778,                0.77442,                 1.2575,                0.59897,                0.62893,                0.61642,                0.28623,                 2.0252,                 1.4695,                 2.0156,              0.0005975,              0.0005975,              0.0005975
                    104,                 1.0002,                0.82187,                 1.2558,                0.59935,                    0.5,                0.57429,                0.29078,                 2.0323,                 1.5332,                 1.9845,             0.00058375,             0.00058375,             0.00058375
                    105,                0.99829,                0.80999,                  1.234,                0.54743,                0.57895,                0.56062,                0.27719,                 2.1046,                 1.5482,                 2.0793,                0.00057,                0.00057,                0.00057
                    106,                0.95671,                0.77092,                 1.2422,                0.71981,                0.47368,                0.54948,                0.28326,                 2.1821,                 1.6274,                 2.1317,             0.00055625,             0.00055625,             0.00055625
                    107,                0.99647,                0.78678,                 1.2513,                0.80483,                    0.5,                0.58194,                0.28068,                 2.2397,                 1.5258,                 2.2379,              0.0005425,              0.0005425,              0.0005425
                    108,                0.95424,                0.76984,                 1.1997,                0.65338,                0.57895,                0.61823,                0.27302,                 2.1856,                 1.4099,                 2.1768,             0.00052875,             0.00052875,             0.00052875
                    109,                0.97554,                0.79473,                 1.2251,                0.73599,                0.58707,                0.64823,                0.29425,                 2.1785,                 1.3904,                 2.1246,               0.000515,               0.000515,               0.000515
                    110,                0.92985,                0.76006,                 1.2157,                0.71642,                0.55263,                0.63148,                0.28496,                 2.1771,                 1.4192,                 2.0571,             0.00050125,             0.00050125,             0.00050125
                    111,                  0.932,                0.75526,                 1.2494,                0.68308,                0.55263,                 0.6314,                 0.2849,                 2.1334,                 1.4733,                 2.0246,              0.0004875,              0.0004875,              0.0004875
                    112,                0.97029,                0.79589,                 1.2348,                0.56151,                0.57299,                0.57548,                0.28799,                 2.1218,                 1.5131,                 2.0118,             0.00047375,             0.00047375,             0.00047375
                    113,                0.96198,                0.75401,                 1.2042,                0.53222,                 0.5391,                0.55418,                0.27863,                 2.1157,                 1.4722,                  2.046,                0.00046,                0.00046,                0.00046
                    114,                0.97173,                0.74036,                 1.2036,                0.65707,                0.60526,                0.57862,                0.28653,                  2.123,                 1.3826,                 2.0954,             0.00044625,             0.00044625,             0.00044625
                    115,                0.91842,                0.73328,                 1.2146,                0.63542,                0.55046,                0.59051,                0.28324,                 2.2156,                  1.499,                 2.1044,              0.0004325,              0.0004325,              0.0004325
                    116,                 0.9206,                0.74531,                  1.206,                  0.756,                0.44737,                0.55627,                0.23689,                 2.2478,                 1.6456,                 2.1373,             0.00041875,             0.00041875,             0.00041875
                    117,                0.91056,                0.72813,                 1.1987,                0.57868,                0.47368,                0.53809,                0.25141,                 2.2357,                 1.7286,                 2.1437,               0.000405,               0.000405,               0.000405
                    118,                0.93392,                0.75877,                 1.2517,                0.61415,                0.47368,                0.54503,                0.25552,                 2.2265,                 1.7177,                 2.1557,             0.00039125,             0.00039125,             0.00039125
                    119,                0.99252,                 0.7719,                 1.2241,                0.63807,                0.47368,                 0.5455,                0.24963,                  2.213,                 1.8321,                 2.1621,              0.0003775,              0.0003775,              0.0003775
                    120,                0.91778,                0.72164,                 1.1928,                0.55281,                0.60526,                0.57504,                0.24623,                 2.3018,                 1.8653,                 2.1901,             0.00036375,             0.00036375,             0.00036375
                    121,                0.91129,                0.74294,                 1.2079,                 0.5644,                0.57895,                0.58885,                0.24638,                 2.3023,                 1.7926,                 2.1804,                0.00035,                0.00035,                0.00035
                    122,                0.91806,                0.72303,                 1.1825,                0.56254,                 0.6092,                0.58635,                0.24233,                 2.3023,                 1.7227,                  2.157,             0.00033625,             0.00033625,             0.00033625
                    123,                0.89165,                0.72537,                 1.1856,                0.56407,                0.60526,                0.58629,                0.24402,                 2.3042,                 1.7502,                 2.1979,              0.0003225,              0.0003225,              0.0003225
                    124,                0.90188,                0.75947,                 1.2176,                0.57003,                0.63158,                 0.5991,                0.25066,                 2.2889,                 1.7611,                    2.2,             0.00030875,             0.00030875,             0.00030875
                    125,                0.92919,                0.73882,                 1.2212,                0.60505,                0.60526,                0.59494,                0.25323,                 2.2544,                 1.7393,                 2.1541,               0.000295,               0.000295,               0.000295
                    126,                0.87796,                0.71066,                 1.1888,                0.53343,                0.55263,                0.54062,                0.24837,                 2.2372,                 1.7055,                 2.1652,             0.00028125,             0.00028125,             0.00028125
                    127,                0.89799,                0.69915,                 1.1865,                0.51793,                0.52632,                0.53676,                0.24971,                 2.2513,                 1.7077,                 2.1585,              0.0002675,              0.0002675,              0.0002675
                    128,                0.91648,                 0.6988,                 1.1814,                0.55062,                 0.5161,                0.51839,                0.24747,                 2.2067,                 1.7144,                 2.0934,             0.00025375,             0.00025375,             0.00025375
                    129,                0.89283,                0.70917,                 1.1948,                0.55497,                0.52632,                0.51183,                0.24533,                 2.1723,                  1.667,                   2.08,                0.00024,                0.00024,                0.00024
                    130,                0.86572,                0.69024,                 1.1677,                0.65404,                0.47368,                 0.5406,                0.25943,                 2.1713,                 1.6543,                 2.1054,             0.00022625,             0.00022625,             0.00022625
                    131,                0.86844,                 0.6838,                 1.1735,                  0.566,                0.52632,                0.55245,                0.25875,                 2.1721,                  1.646,                 2.1153,              0.0002125,              0.0002125,              0.0002125
                    132,                0.87828,                0.68446,                 1.1655,                0.57562,                0.49974,                0.53689,                0.25493,                 2.1608,                 1.6943,                 2.1048,             0.00019875,             0.00019875,             0.00019875
                    133,                0.83547,                0.67054,                  1.142,                0.55461,                    0.5,                0.53706,                0.25503,                 2.1935,                 1.6762,                 2.1156,               0.000185,               0.000185,               0.000185
                    134,                0.87013,                0.68671,                 1.1623,                0.56771,                0.52632,                0.56056,                0.26543,                 2.1761,                 1.7078,                 2.0961,             0.00017125,             0.00017125,             0.00017125
                    135,                0.87723,                0.75236,                 1.1689,                0.77443,                0.44737,                0.57169,                0.27402,                 2.2177,                 1.7024,                  2.128,              0.0001575,              0.0001575,              0.0001575
                    136,                0.87805,                0.73431,                  1.193,                0.71068,                0.47368,                0.57357,                0.26642,                 2.2455,                 1.6886,                 2.1819,             0.00014375,             0.00014375,             0.00014375
                    137,                0.87526,                0.68281,                 1.1791,                0.71288,                0.47368,                0.58279,                0.25939,                 2.2077,                 1.7245,                 2.1525,                0.00013,                0.00013,                0.00013
                    138,                0.84334,                0.64971,                 1.1556,                 0.6676,                0.44737,                0.52756,                  0.261,                 2.1871,                 1.6617,                 2.1713,             0.00011625,             0.00011625,             0.00011625
                    139,                0.87338,                0.66804,                 1.1643,                 0.6943,                0.44737,                0.52011,                0.26104,                 2.1673,                  1.594,                 2.1716,              0.0001025,              0.0001025,              0.0001025
                    140,                0.81953,                0.64774,                 1.1501,                0.56503,                0.54706,                0.52481,                  0.253,                 2.1752,                 1.5762,                 2.1754,              8.875e-05,              8.875e-05,              8.875e-05
                    141,                0.87305,                0.68185,                  1.194,                 0.5615,                0.52632,                0.52402,                0.24937,                 2.1884,                 1.5707,                 2.1912,                7.5e-05,                7.5e-05,                7.5e-05
                    142,                0.80305,                0.62505,                 1.1232,                 0.6187,                    0.5,                0.53086,                0.25507,                 2.2319,                 1.5749,                 2.1982,              6.125e-05,              6.125e-05,              6.125e-05
                    143,                0.82461,                0.64419,                 1.1657,                0.65282,                0.49497,                0.53001,                0.25233,                 2.2454,                 1.5883,                 2.1978,               4.75e-05,               4.75e-05,               4.75e-05
                    144,                0.81888,                 0.6332,                  1.155,                0.71749,                0.46801,                0.52445,                0.24822,                 2.2639,                 1.5904,                 2.2119,              3.375e-05,              3.375e-05,              3.375e-05
